0.47257528,0.0,1.0,0.36119905,0.124877915,0.878871,0.16187489,0.36481676,0.68626493,0.0,0.60058653,0.5899568,0.5107756,0.7600741,0.76198405,0.40387845,1.0,0.4191707,0.32894978,0.9366204,0.21959105,0.28151172,0.86651284,0.098130204,0.6355157,0.706431,0.7445085,0.6048191,0.8928085,0.38425484,0.5893066,0.80866104,0.14592223,0.5759291,0.72870815,0.0,0.75623006,0.5570402,0.7456952,0.77498287,0.72034407,0.41509026,0.77977896,0.6854809,0.18905531,0.77721375,0.62999284,0.044696614,0.8557146,0.2712756,0.750378,0.92959565,0.4155523,0.46929014,0.97420365,0.39160994,0.30182022,1.0,0.3597548,0.18909301
0.4727078,0.0,1.0,0.3613201,0.1241499,0.8789151,0.16192695,0.3632282,0.6864221,0.0,0.59906656,0.5901479,0.5105793,0.76149845,0.7616504,0.40363732,1.0,0.41890463,0.32882893,0.93601155,0.21944816,0.2814615,0.865226,0.098070435,0.6352663,0.707838,0.7441917,0.60470635,0.89358956,0.3840249,0.5895707,0.8098429,0.14582698,0.5763568,0.72940236,0.0,0.75596493,0.5581317,0.7454449,0.77477396,0.7204994,0.41496024,0.7798713,0.6858344,0.18908319,0.77751344,0.63028413,0.04481719,0.85548675,0.27132505,0.750285,0.9293442,0.41407493,0.4693094,0.9741086,0.38910425,0.30199766,1.0,0.3563887,0.1893784
0.4737242,0.0,1.0,0.36213994,0.1213907,0.8790803,0.16227794,0.35693562,0.6869713,0.0,0.5925457,0.5909101,0.5102461,0.76623034,0.760551,0.4026504,1.0,0.4180575,0.32785064,0.93373525,0.2190363,0.2804829,0.8605027,0.097956024,0.634805,0.7126825,0.74304575,0.6038928,0.89356184,0.38316646,0.58913666,0.80671334,0.1454605,0.5760021,0.72241956,0.0,0.75552094,0.56211877,0.7444124,0.7740856,0.7209936,0.4142265,0.7797274,0.68563104,0.18880238,0.7776715,0.6284551,0.04483153,0.85523766,0.27209535,0.749663,0.9287468,0.4102288,0.46893114,0.97386926,0.38225013,0.30204654,1.0,0.34707883,0.18972397
0.47447288,0.0,1.0,0.36279488,0.11977717,0.8792039,0.16259658,0.35356727,0.68747985,0.0,0.58962137,0.5918541,0.5100663,0.7689013,0.7599083,0.401922,1.0,0.41764408,0.32700968,0.9328029,0.21893162,0.27956498,0.85822695,0.09806146,0.63451254,0.71543735,0.7423359,0.603283,0.8938607,0.38266978,0.5887488,0.80626756,0.14525804,0.5756901,0.7205424,0.0,0.75521296,0.5643899,0.7437306,0.7734665,0.7206245,0.41375777,0.7793571,0.68443817,0.18862714,0.77750194,0.62643635,0.04484286,0.85502785,0.27246767,0.7491945,0.9282873,0.40775582,0.46863887,0.9736917,0.37800023,0.30204278,1.0,0.34132156,0.1899172
0.48181728,0.0,1.0,0.3683701,0.109788984,0.88051087,0.1649032,0.33098313,0.69126403,0.0,0.56849897,0.59797406,0.51118106,0.789916,0.75585777,0.39866006,1.0,0.41509345,0.32244408,0.9211773,0.21834025,0.27420622,0.83497727,0.09881065,0.63533056,0.7372117,0.73770803,0.60075444,0.8936109,0.37938908,0.58612144,0.7914255,0.14387855,0.57269436,0.69043225,0.0,0.7563839,0.582704,0.7391206,0.77085096,0.71158266,0.4103468,0.7755999,0.65275973,0.18702288,0.7731352,0.57728153,0.0445915,0.8572466,0.27715486,0.74577785,0.9278311,0.3919916,0.4659745,0.9734928,0.34752724,0.30078244,1.0,0.29924047,0.18967648
0.48345214,0.0,1.0,0.3695152,0.108346365,0.88094276,0.16529478,0.32769445,0.6923764,0.0,0.5658102,0.5995657,0.5115104,0.79374194,0.75509447,0.3979751,1.0,0.414748,0.32137942,0.92003673,0.21843614,0.2728944,0.83184826,0.099209346,0.63557744,0.7410769,0.7367903,0.60037714,0.8941693,0.378811,0.58593667,0.7918254,0.14365485,0.5726015,0.68967956,0.0,0.75668097,0.58577603,0.73816514,0.77040035,0.7104683,0.40970463,0.7750346,0.64988816,0.18675797,0.7724892,0.5724217,0.044585995,0.85772824,0.27734548,0.7450294,0.92771935,0.38797367,0.46543515,0.9734471,0.34111488,0.3005542,1.0,0.29082832,0.1896684
0.48546955,0.0,1.0,0.3707937,0.10635718,0.8817095,0.16562948,0.32274085,0.6941777,0.0,0.5616088,0.6020386,0.51153773,0.79762316,0.75382346,0.3966789,1.0,0.41409168,0.31973666,0.9242161,0.21834792,0.27101302,0.83706945,0.09944661,0.63538945,0.74495924,0.7353087,0.5994068,0.8926363,0.37789536,0.5854455,0.7918225,0.14330588,0.572346,0.6887652,0.0,0.75648075,0.5885572,0.7366693,0.76930267,0.706428,0.40875822,0.77409947,0.6444961,0.18643847,0.77159995,0.56444806,0.044688027,0.8577369,0.27590752,0.74392855,0.9270318,0.37939855,0.4647581,0.973185,0.32966134,0.30045676,1.0,0.27667293,0.1899653
0.48601872,0.0,1.0,0.3710359,0.106608905,0.8820813,0.16559397,0.32311916,0.69496834,0.0,0.56260103,0.6029846,0.5114322,0.7984189,0.7534034,0.39623988,1.0,0.4138908,0.3192816,0.9270697,0.2183211,0.27053487,0.84115183,0.09950613,0.63519,0.7458037,0.7348371,0.59913343,0.8927135,0.37763494,0.58557224,0.7946668,0.1432187,0.57269615,0.692631,0.0,0.7562559,0.5891271,0.7362134,0.76899046,0.7059108,0.40852755,0.7741568,0.6460757,0.1864226,0.771894,0.56689245,0.044787347,0.85756916,0.27517805,0.7436301,0.92671996,0.37660176,0.46465415,0.9730976,0.3266904,0.30057925,1.0,0.27303568,0.19023217
0.48351842,0.0,1.0,0.36876616,0.11239264,0.88243437,0.1643744,0.3362339,0.6953642,0.0,0.57801163,0.6032372,0.5096129,0.7900048,0.7537788,0.39542866,1.0,0.41415957,0.3191376,0.9407178,0.21827936,0.27071765,0.8628912,0.0991957,0.6330425,0.7371442,0.7352867,0.5980577,0.89154553,0.37804988,0.58545554,0.8056297,0.143419,0.57305545,0.7107224,0.0,0.7537034,0.58142906,0.73668903,0.767723,0.7093124,0.4090579,0.7745013,0.6677479,0.18681191,0.77322465,0.6004804,0.044919074,0.85456324,0.27063876,0.7440481,0.9247325,0.37949622,0.46529266,0.97236913,0.3415078,0.3013644,1.0,0.29546416,0.1910181
0.48237592,0.0,1.0,0.3677694,0.11480469,0.88249856,0.16387868,0.3416678,0.69531316,0.0,0.5843016,0.6031153,0.50900966,0.78559154,0.75403243,0.39533564,1.0,0.41430905,0.31932274,0.9469361,0.21824482,0.27102423,0.8727315,0.099018075,0.63236105,0.73245645,0.7355843,0.59787345,0.89031684,0.37828097,0.5855831,0.80916,0.14351872,0.57329726,0.71699286,0.0,0.7528829,0.57713586,0.73699516,0.7675437,0.7099451,0.40934536,0.77500176,0.6758325,0.18700586,0.7741269,0.6135302,0.04498341,0.8535399,0.26805317,0.74429476,0.9241482,0.38031313,0.4655799,0.9721683,0.34732795,0.30164966,1.0,0.30454868,0.19126122
0.4793095,0.0,1.0,0.36533418,0.11838612,0.88242567,0.1628188,0.3498985,0.6948468,0.0,0.59414244,0.6026206,0.50693846,0.77901065,0.75452983,0.39442196,1.0,0.41458938,0.3190086,0.9553519,0.21821006,0.27101278,0.8861851,0.09874585,0.62999225,0.72553015,0.73619896,0.59657025,0.88996273,0.3787347,0.5848925,0.8170072,0.14371036,0.5728359,0.72935313,0.0,0.7501093,0.57091,0.7376561,0.76613355,0.7125334,0.40996343,0.77499497,0.690713,0.18746382,0.77490926,0.636173,0.045222457,0.8502848,0.26466134,0.74486005,0.9220637,0.38607502,0.46629304,0.97135496,0.3661841,0.30245912,1.0,0.33219764,0.19202818
0.47731203,0.0,1.0,0.36379597,0.12081592,0.8822655,0.16218667,0.35568506,0.694283,0.0,0.6011221,0.60184807,0.5058082,0.7742972,0.75489575,0.39405057,1.0,0.4148026,0.3189917,0.96115965,0.21820791,0.27114868,0.8951664,0.09859106,0.62882125,0.72041214,0.7366657,0.5963181,0.89051163,0.37908897,0.5852724,0.8248484,0.14386548,0.5734584,0.74106777,0.0,0.7488042,0.56613135,0.7381725,0.765913,0.71439606,0.41048032,0.7757896,0.7016131,0.18789993,0.77617127,0.65215033,0.04552639,0.84874827,0.2617485,0.7453224,0.92128855,0.38767028,0.46684992,0.9711435,0.37382725,0.30305022,1.0,0.3433553,0.19257334
0.47622514,0.0,1.0,0.36301032,0.12109571,0.8820842,0.1618946,0.35683224,0.6937616,0.0,0.6039726,0.6009973,0.5050937,0.7747922,0.7544752,0.39366317,1.0,0.41433144,0.3188191,0.9620242,0.2177853,0.2710291,0.8950214,0.09823881,0.6281401,0.7197693,0.7363386,0.59602165,0.8880097,0.378809,0.5852289,0.8214921,0.14373001,0.5733947,0.735574,0.0,0.7481141,0.56409985,0.7380004,0.7659199,0.7132101,0.41043302,0.7765616,0.70423293,0.18800773,0.77721345,0.6555307,0.04570434,0.84799284,0.2576592,0.7454063,0.9209612,0.38268492,0.46707663,0.97114927,0.37009048,0.3034398,1.0,0.33926398,0.19302885
0.47646895,0.0,1.0,0.36324722,0.11928766,0.8820022,0.16203566,0.35287726,0.6935653,0.0,0.60075116,0.6006531,0.5051113,0.77808356,0.7537572,0.39344445,1.0,0.41370428,0.31856894,0.96029204,0.21736635,0.2707201,0.8910159,0.09798786,0.62821484,0.7219791,0.73563063,0.59586376,0.8849007,0.37825695,0.58495235,0.8137092,0.1434757,0.5729276,0.72333986,0.0,0.7482654,0.5644904,0.7374076,0.7660371,0.7102311,0.40999842,0.77679145,0.69987375,0.18780851,0.777354,0.6485991,0.045682218,0.84821963,0.25450307,0.7451196,0.9210971,0.37536147,0.46689647,0.9712832,0.3602707,0.3034278,1.0,0.3268345,0.19313088
